LAD14CD,LAD16NM,construction,manufacture_advanced,manufacture_agrochemical,manufacture_automotive,manufacture_chemical_pharma,manufacture_construction,manufacture_electrical,manufacture_food,manufacture_food_2,manufacture_footwear_leather,manufacture_furniture,manufacture_light_misc,manufacture_machinery,manufacture_metallurgy,manufacture_metallurgy_misc,manufacture_metallurgy_tools,manufacture_optics,manufacture_paper,manufacture_plastic,manufacture_rubber,manufacture_shipbuilding,manufacture_textiles,manufacturing_aerospace,manufacturing_misc,mining_mining,mining_oil_gas,primary_farming,primary_fishing,primary_forestry,primary_livestock,services_agriculture_rural,services_automotive,services_business_support,services_cleaning_facilities,services_computing,services_consumer_retail,services_creative,services_creative_content,services_cultural,services_education,services_energy,services_finance_insurance,services_finance_real_state,services_freight_transport,services_head_offices,services_health,services_human_resources,services_kibs,services_leisure,services_professional_public,services_publishing,services_r_and_d,services_real_estate,services_repair_transport,services_residential_social_work,services_retail_misc,services_technical_engineering,services_telecommunications,services_transport_storage,services_travelling_tourism,services_urban_transport,services_waste_recycling,wholesale_repair_machinery,wholesale_retail_misc
E07000150,Corby,0.1382874003,0.5126994203,0.3786386368,0.6341900629,0.798475089,0.5009126442,0.8497321157,0.5225692252,0.4707553301,0.5601675064,0.111722657,0.3600148999,0.7685419006,0.557024949,0.0,0.7327671057,0.4902533119,0.7884671938,0.5353276855,0.916628911,0.4290348299,0.2121101782,0.4782031161,0.9014319249,0.3385310682,0.2366800482,0.8147508884,0.4563080862,0.472612214,0.8629337481,0.5539801882,0.5985735928,0.6557066777,0.1511331993,0.2549702762,0.5264505066,0.214984094,0.2074848137,0.3135113986,0.1260952686,0.4776996303,0.8491655844,0.5664728588,0.3872635021,0.9608242363,0.6402881744,0.3894640496,0.4220111626,0.5133279312,0.9809158257,0.3390657618,0.7244582449,0.7140265776,0.0014881393,0.3081488636,0.1915907053,0.4771436165,0.0539608176,0.5436767657,0.89871211,0.9156049907,0.2549326423,0.662860076,0.2196840493
E07000151,Daventry,0.299484391,0.3996218554,0.3381365122,0.6155043801,0.6540859786,0.5281870472,0.8965670325,0.4635921907,0.3115809762,0.4960076911,0.4791433714,0.326338262,0.4266311693,0.4264297076,0.0,0.6536111428,0.4395538471,0.249557606,0.540455291,0.8104140062,0.4812874304,0.6667557036,0.4784847472,0.3630286488,0.384251203,0.2592371773,0.6240595541,0.4819457489,0.4867502133,0.6559489746,0.475807334,0.658679053,0.4787015422,0.2678472991,0.0900312415,0.5590058064,0.4491059461,0.2067122596,0.3836817649,0.4344804877,0.458381824,0.7122213941,0.666902937,0.4333294445,0.8162405354,0.3688814584,0.4358501812,0.4022016702,0.4497125361,0.7574572983,0.6054016927,0.3123181048,0.4591956153,0.7840719847,0.1261857014,0.4912507792,0.4977452929,0.4391822581,0.3024643176,0.6582603154,0.9501488039,0.4197709588,0.3812465993,0.2595936832
E07000152,East Northamptonshire,0.0320168021,0.3140525425,0.3589717492,0.3806459085,0.1855476022,0.0766679728,0.1247751962,0.6383758199,0.4727560778,0.5317890789,0.8858076646,0.3373236609,0.373257018,0.4883650197,6.61718e-05,0.2750628342,0.4742580761,0.8883139575,0.515784364,0.5425695275,0.4119016284,0.3692025413,0.4671991841,0.1686117475,0.2058747938,0.2825939403,0.0614609635,0.451748017,0.4564413011,0.1805207831,0.4650763024,0.401379723,0.0442530212,0.0693581651,0.5524423536,0.5004672012,0.5071732684,0.216999907,0.2467804439,0.231074047,0.4444999558,0.7807246184,0.5835621317,0.4140417667,0.3750941993,0.5317661823,0.146554467,0.3226809948,0.5069643519,0.3799056793,0.3993306747,0.1707742888,0.2542564282,0.0492635738,0.8508121275,0.5095161184,0.4696392991,0.2208192665,0.6027321042,0.2770778099,0.8107864788,0.3229988229,0.9646524528,0.8958458911
E07000153,Kettering,0.561916612,0.798352854,0.3257648007,0.6467419257,0.674751277,0.0864941405,0.1064347244,0.6840035125,0.6819770314,0.5525910385,0.7833209656,0.4027842973,0.5632525842,0.4738729038,1e-10,0.4320812575,0.4752038702,0.8785619613,0.5400986875,0.5194120237,0.4337585,0.255927088,0.4146886641,0.4104181925,0.2950291087,0.2503375878,0.2210974416,0.4638084107,0.4839527365,0.5247312294,0.5982700697,0.116272865,0.8471918485,0.2732575149,0.5726112913,0.5377885282,0.1004654458,0.4848399844,0.3028090372,0.1638783038,0.3065850084,0.2165987851,0.2386589605,0.3789597076,0.2174510058,0.7792490312,0.3372280711,0.3983779886,0.552556213,0.8818246543,0.5256533134,0.2676945965,0.5157857698,0.4060508832,0.9126555282,0.5653366987,0.468959087,0.3311491014,0.8655380913,0.8289146293,0.5585813919,0.7387294338,0.2813360662,0.637930863
E07000154,Northampton,0.1303474004,0.3662718012,0.3654228249,0.6362395972,0.4996509195,0.1567998783,0.8597086506,0.530036058,0.4187691122,0.4891516363,0.1305987945,0.3167444994,0.5064944669,0.3710970805,2.979e-07,0.3376512715,0.4566661686,0.8977717546,0.5274059784,0.5584331373,0.4651861314,0.2773814812,0.4657070839,0.6147680565,0.3075431456,0.2711328226,0.3000714463,0.4672257068,0.473368119,0.5411410725,0.4783228098,0.4270266519,0.5934372768,0.3447240895,0.71723895,0.4674482447,0.5052123785,0.258903003,0.2651063365,0.422575184,0.4304116321,0.7917890341,0.2866092682,0.4328211372,0.6784574699,0.7122646043,0.4727016009,0.435867006,0.4591978767,0.872264451,0.227535168,0.8257181974,0.666984317,0.0164638367,0.5271947286,0.1330548319,0.4787655146,0.1314540732,0.2753808259,0.683173881,0.9213218192,0.3074678933,0.4072392345,0.1487199596
E07000155,South Northamptonshire,0.7151847535,0.5009866874,0.3268225135,0.6249079251,0.331927426,0.3729519647,0.4651057135,0.4984359991,0.3310774215,0.4943889782,0.3011202982,0.3160949266,0.3129834459,0.3594217397,4e-10,0.4843311705,0.4700268436,0.4590365898,0.5308555111,0.6593396812,0.4679392026,0.5953855512,0.4828331575,0.3800020017,0.2065160869,0.2754751113,0.6699967571,0.4841332737,0.4870881803,0.6301531494,0.4843049251,0.5734927622,0.7096916232,0.3988952418,0.2688270349,0.4713440041,0.3983961284,0.3559692783,0.4453834776,0.7481317814,0.5053880413,0.4670701564,0.1984682689,0.4548361226,0.5484023763,0.1005496312,0.4617365746,0.3803374333,0.4648681453,0.8084809697,0.5160570836,0.5630868824,0.5773242468,0.8421721187,0.4074596204,0.3688473636,0.4895325971,0.5268442682,0.2166256875,0.1638941376,0.7849254068,0.8033288319,0.2572046456,0.1717635354
E07000156,Wellingborough,0.1563297448,0.7380083079,0.3568181132,0.5367838499,0.3687115802,0.2912463255,0.2679447869,0.5220296497,0.4201662606,0.5444271928,0.3545770434,0.3332980306,0.7725387337,0.4596899084,0.0,0.3170342602,0.4597417681,0.8211006542,0.5257075498,0.7224410288,0.4420375636,0.5191332035,0.467650836,0.2895660581,0.2092379951,0.2547180137,0.3086124926,0.4592458849,0.4676318403,0.5641988666,0.4449439202,0.4427046251,0.7620499358,0.3922727047,0.5752019318,0.4951808665,0.6217422404,0.3069540852,0.2903205259,0.4095178042,0.4544422304,0.4764743357,0.1854531109,0.4174331069,0.7715366723,0.5765100195,0.7744898157,0.3864688409,0.4647909655,0.9416208593,0.1549566913,0.8168990799,0.6289745992,0.9273816415,0.5014557317,0.2477025582,0.4718544174,0.3476909055,0.500213092,0.9006600305,0.7012224241,0.6483165631,0.2462313443,0.1703532876
E07000163,Craven,0.5895930159,0.5023109401,0.3322226607,0.4617291988,0.6249137435,0.2077601963,0.5006679673,0.6379338341,0.456267681,0.4589954259,0.5740987047,0.2934366622,0.2451742078,0.3582255511,0.000222555,0.4091322853,0.41498921,0.7461272359,0.5122782387,0.2913252998,0.4349468856,0.2926111985,0.4626569931,0.7100004148,0.4962211079,0.3293185117,0.7625877641,0.5269850725,0.5476446953,0.647459663,0.471007212,0.2631583334,0.5269441824,0.6708906359,0.6006351274,0.5292141158,0.8400209386,0.4883516671,0.61867615,0.7456979689,0.5587686132,0.6138109294,0.151388467,0.4518685417,0.3969293529,0.4338613246,0.5430154022,0.5040475767,0.5465059998,0.6881090671,0.5297342191,0.4934100422,0.6926878521,0.083729267,0.3541438301,0.4908098514,0.5278029277,0.1771134932,0.4642090245,0.2508034696,0.3318832071,0.5604108096,0.7726198113,0.5339629932
E07000164,Hambleton,0.2728650123,0.6693308625,0.3432175394,0.4313761199,0.4676586386,0.1048663769,0.0857633385,0.554929461,0.3581795193,0.4496911722,0.4667730699,0.2705900241,0.4689146221,0.3169059824,4.1957e-06,0.3034688668,0.4140611024,0.6056014805,0.5077547766,0.1982378097,0.4849479449,0.5290732401,0.473733986,0.6503832742,0.2151410301,0.3461557159,0.730672935,0.5306348869,0.5284748482,0.560923319,0.4554362624,0.480824703,0.3887010417,0.7418254943,0.4538966996,0.5127418553,0.6139455549,0.4004367723,0.5410807295,0.6662173355,0.533818731,0.3621028582,0.5068107575,0.4751323774,0.47211712,0.5378956714,0.7113161578,0.4800033437,0.5683962193,0.4973379238,0.3679586946,0.5882255252,0.5378837328,0.8254105986,0.4059575375,0.5535031919,0.5267968551,0.4389095179,0.3380756091,0.3274306451,0.4327519022,0.5381537206,0.5753200528,0.3591287388
E07000165,Harrogate,0.2705246285,0.4298995172,0.3372664419,0.4886075125,0.54080313,0.3846551426,0.5845371303,0.6352658295,0.5591817374,0.4777684745,0.8269355603,0.3154682709,0.3197373578,0.3739549605,4.83712e-05,0.4110946362,0.4450459369,0.5886747674,0.5143822639,0.389760651,0.430891857,0.4453928505,0.4693154429,0.6913119933,0.4924840176,0.3290125698,0.6551653765,0.5093996884,0.5317123253,0.5925138184,0.5012074551,0.5725356185,0.3685038759,0.4748850766,0.5252943811,0.5086960889,0.5985442545,0.5874216403,0.5978799136,0.593258303,0.5358811204,0.6549994654,0.3276692329,0.4564463679,0.4364968303,0.3542516032,0.5270861584,0.4886932916,0.5475155792,0.4322517009,0.698533943,0.447487468,0.3881047849,0.1923130169,0.6227795325,0.624974883,0.5095089155,0.4801617362,0.5067090037,0.3059768491,0.4836338856,0.4797474506,0.521119144,0.6471485933
E07000166,Richmondshire,0.7556357536,0.5116766925,0.3449947091,0.4555625891,0.611034037,0.1436036441,0.2651136211,0.6663265601,0.3445923497,0.4417107195,0.4941510288,0.2656582204,0.5437755097,0.3259806539,0.0119215937,0.3603721182,0.40597859,0.6338972048,0.5192161272,0.1159735232,0.4561906616,0.6359896054,0.4695240837,0.5420882014,0.2561607668,0.3440964986,0.8130419071,0.5432243554,0.5699214403,0.6493804812,0.4635617064,0.7386097747,0.4295583132,0.5196520538,0.6829392897,0.5299143433,0.3041019883,0.4196324578,0.7103548331,0.9184828464,0.6018205078,0.4819246846,0.2915686803,0.4686056461,0.8147261078,0.5798995117,0.3446811537,0.4254182235,0.5937929753,0.4607238005,0.5943146874,0.4869474094,0.4825859299,0.0852583481,0.3634013328,0.7631970749,0.5352269543,0.4953139365,0.5854643325,0.1451302385,0.4815515202,0.4761634072,0.5564082167,0.2823048168
E07000167,Ryedale,0.1589734301,0.3193266742,0.5088490081,0.40648531,0.5249959087,0.1361962257,0.0628663828,0.7380880551,0.3437649485,0.4784644591,0.5242030407,0.2560952463,0.4070760456,0.354887047,2.7418e-06,0.3164459676,0.437369152,0.7159967368,0.5110971789,0.1559354456,0.4899379274,0.5088237248,0.4771817889,0.6614108622,0.5179643697,0.3364697234,0.7467797285,0.555182725,0.5649816899,0.5687295723,0.4772011989,0.9034937747,0.1540870084,0.6546917984,0.5825820441,0.5512445157,0.661003859,0.2373630982,0.684534938,0.6825897573,0.5930728735,0.5336886671,0.6440205818,0.4973544145,0.5870411224,0.448285014,0.4682848641,0.4136623637,0.6049740462,0.6033193206,0.3888631777,0.6348742089,0.4380385558,0.128733322,0.7145113005,0.6752772691,0.5419198437,0.7925359758,0.469860625,0.2172608805,0.5007152178,0.3389987023,0.8603564591,0.3170451582
E07000168,Scarborough,0.7077777283,0.384047385,0.5156721689,0.4424369838,0.4517973866,0.4446632702,0.0275417563,0.7263957969,0.5346788103,0.4722378577,0.2461662097,0.2560966778,0.8908481986,0.3409739724,5.721043172e-17,0.332772184,0.4240433643,0.7730178315,0.5245505743,0.2274548139,0.5085220069,0.5414576704,0.4850604237,0.8160858098,0.1519639205,0.3571932323,0.8527708743,0.5533255308,0.5737619183,0.8846659819,0.5159611307,0.6277430929,0.8019447366,0.6002623307,0.7520511957,0.5258823346,0.6524311869,0.3295488267,0.6092888642,0.4035651495,0.5408120011,0.3529487321,0.5778882591,0.5007749325,0.8076791425,0.5576942341,0.412804536,0.5292118929,0.6029768459,0.8100093911,0.220029722,0.2992041554,0.3210391125,0.0619939422,0.3519929038,0.791987338,0.5455257927,0.0761446904,0.5667025502,0.0599433983,0.1256102491,0.8142564354,0.3369490286,0.5668350915
E07000169,Selby,0.2117798325,0.7144473628,0.4366884898,0.580588275,0.5049829682,0.3859318892,0.4787278384,0.6094403833,0.4195443593,0.4995226996,0.3931107783,0.2840909481,0.686178998,0.3824962501,1.78621e-05,0.5593850207,0.5012410769,0.4830364151,0.5299588778,0.4407424563,0.4467597684,0.6480082322,0.4966326505,0.378427967,0.7359711499,0.2892470844,0.5466528142,0.4952203676,0.5006930733,0.5196583297,0.5104149706,0.5290744103,0.5654664288,0.6102601017,0.6576427496,0.5079930331,0.5914986727,0.503345002,0.4462428274,0.5526153198,0.5210753503,0.4025550537,0.4928553418,0.4609610534,0.6770942227,0.6501038608,0.7061192591,0.4694026484,0.5412049118,0.7720887435,0.5523261003,0.6005859033,0.2745882535,0.7984217947,0.5692080521,0.5380722202,0.4931262911,0.6482156317,0.6404863508,0.4228854071,0.6871693989,0.5364730895,0.5113580757,0.329033418
E07000170,Ashfield,0.4547171541,0.3133006272,0.3070115681,0.6426733694,0.5530457118,0.6214207519,0.6412606119,0.4009948269,0.4223603801,0.4519769514,0.34499036,0.2856556747,0.6411760732,0.3780961808,1e-10,0.6200415979,0.4948543391,0.181818058,0.532516043,0.6395659993,0.4311236018,0.2401319747,0.4781516396,0.3990346012,0.2260022812,0.24236651,0.5227899311,0.4606557885,0.4508375492,0.6068018341,0.5515280657,0.6607235151,0.2942922657,0.2460548601,0.6955581109,0.5869265743,0.7143510815,0.3363631162,0.2511709964,0.3302048669,0.3665817151,0.6572947969,0.5180677632,0.3910009108,0.2899686774,0.9092047013,0.7791781241,0.5135372247,0.5109026699,0.6008044072,0.4376233027,0.1949273976,0.4214336583,0.9703805587,0.2811002268,0.3009254409,0.4839436347,0.4487760529,0.5771588852,0.4900047025,0.4918645189,0.611564326,0.6097144257,0.7399393301
E07000171,Bassetlaw,0.4788380263,0.1575219927,0.3544755431,0.6231395511,0.6501316348,0.3867414727,0.7601698552,0.501113728,0.4892577692,0.4624856962,0.4963462526,0.3145806734,0.6694404734,0.4185344629,0.741783926,0.6397456562,0.4361172572,0.3216539895,0.5258113395,0.3192822158,0.4402422178,0.6573427015,0.4803621479,0.8246314265,0.650823913,0.262264087,0.5897828622,0.494171667,0.5048161956,0.548017501,0.5515975385,0.2760564781,0.058952384,0.6687266502,0.2155365793,0.5440692064,0.9125716404,0.3042500354,0.3917320381,0.3448503536,0.4381421273,0.3432091156,0.4889390783,0.3984328316,0.6086176167,0.4303547069,0.4437582072,0.5065564042,0.5568198149,0.6502611761,0.6220914515,0.738668463,0.6420473095,0.542903041,0.7224746424,0.5451814132,0.5109999553,0.8482576052,0.4805186227,0.5998093975,0.7185426123,0.3832002387,0.8368673816,0.2073763389
E07000172,Broxtowe,0.5703972425,0.6335067768,0.3141537852,0.6030475899,0.7079975828,0.5027622138,0.7464090627,0.4495805867,0.3681413043,0.4658934086,0.4495620368,0.3045450157,0.2750764486,0.3715812507,1.46897e-05,0.6214352988,0.5102413115,0.4529694087,0.5152287835,0.6192437786,0.4342752577,0.4518792086,0.4658745314,0.4236409248,0.442986836,0.2738431069,0.4749270113,0.471244048,0.4525563304,0.5032453005,0.545399598,0.4491590497,0.5198077235,0.5625487405,0.6281136012,0.4928307242,0.7737377124,0.4974448553,0.2926924418,0.4935962188,0.4291347761,0.5933250042,0.6625746489,0.4275285278,0.4889124491,0.6281012106,0.6122728216,0.5571586621,0.4853367282,0.4290378093,0.698864932,0.250149953,0.4166244195,0.6360976221,0.2887302951,0.4785747369,0.484428196,0.5724354008,0.7943341433,0.6209466181,0.5742623701,0.6014410337,0.5061777759,0.6692709482
E07000173,Gedling,0.5861119762,0.3372593497,0.3296314055,0.6074724381,0.5591739215,0.5972581449,0.838689475,0.4800047377,0.397179187,0.4667928618,0.5295696168,0.311340327,0.1465062351,0.3691510005,9.589e-06,0.501414561,0.5074939058,0.4491817421,0.5184472601,0.6630579971,0.4453130049,0.3992945312,0.4725612216,0.3800039471,0.3750189974,0.2830567909,0.4398409051,0.4807612928,0.4606827413,0.4857857103,0.5441700913,0.3119827438,0.6493814901,0.6268542426,0.4605536451,0.4835710284,0.5360309165,0.4954250244,0.352231675,0.6313665043,0.4353019114,0.720456013,0.3335381322,0.4419531865,0.3075259919,0.7269836497,0.743759475,0.5581652591,0.5041593916,0.4851599102,0.7634951271,0.3217636901,0.3245882272,0.8761397619,0.5517533958,0.4558121134,0.4885696179,0.250016688,0.521404875,0.2757604885,0.6022419815,0.6105966891,0.4312613132,0.501886948
E07000174,Mansfield,0.7274489989,0.4423585387,0.3381280801,0.6104312207,0.5830651026,0.2583703908,0.6216865545,0.4983504829,0.5332362331,0.4517657644,0.4710580985,0.29878311,0.8413822381,0.3816410836,0.0,0.5290779558,0.4425840848,0.5680145756,0.5288656557,0.5391447263,0.4440549257,0.4336964555,0.4655145596,0.7035462313,0.6530454946,0.2726035983,0.6407051775,0.4810127882,0.4836413947,0.7670452525,0.5457267781,0.3724815526,0.0412210051,0.284509517,0.7108261866,0.5204526821,0.4384600566,0.2461287789,0.3755622055,0.1157892856,0.3534650843,0.6519949526,0.8969264555,0.4150539117,0.6977615,0.9402355991,0.1382238,0.5261722333,0.4839433608,0.7517259406,0.2864555441,0.4063019834,0.3077568399,0.9174944069,0.8609042333,0.4330857804,0.494476975,0.5704653077,0.406860513,0.2387662333,0.5168977013,0.5369615844,0.657634337,0.5075386838
E07000175,Newark and Sherwood,0.3920227497,0.5498864322,0.3353966329,0.5617188248,0.520674679,0.4692112632,0.196596474,0.4778975617,0.396614367,0.44367724,0.3984442753,0.2943612698,0.2873037046,0.3596535555,3.8039e-06,0.5389378656,0.4398239705,0.5156601274,0.5284987759,0.6068431648,0.4564338713,0.3255861916,0.481115548,0.6122863769,0.5990745797,0.2808975827,0.5356596508,0.4869834359,0.4960062992,0.6376516791,0.4768185345,0.4503231393,0.4963861242,0.6448100099,0.2556501604,0.527710991,0.2673892766,0.2543156894,0.3560374177,0.512509737,0.4586425368,0.5692780841,0.5544429775,0.4223679483,0.343279308,0.2077320565,0.6303081368,0.4942622219,0.5073126402,0.4344967039,0.4504924804,0.4384646887,0.643083421,0.1048051428,0.2287836917,0.4028126889,0.5075307171,0.1938022642,0.3888527146,0.4655247512,0.5378613705,0.5603742709,0.5546524201,0.7043511025
E07000176,Rushcliffe,0.6799601201,0.8385149625,0.2960905555,0.5381498416,0.5796443975,0.5057750286,0.7551733148,0.3997667663,0.3923916086,0.4662465751,0.7175134128,0.297671201,0.3251179446,0.3445101013,0.0006516744,0.4285385843,0.4742901117,0.3729444204,0.5207620806,0.6749299079,0.4502743081,0.5705050241,0.4847353218,0.6419650866,0.2707023669,0.2928538096,0.4702982549,0.4810421362,0.4750238339,0.5136013381,0.500860258,0.8124213292,0.3969748714,0.7968065773,0.4433184399,0.5135382815,0.0799867686,0.5749260164,0.372082224,0.7129122438,0.425850466,0.5466276145,0.2273217802,0.4480240107,0.3227259002,0.4408149414,0.3252186117,0.515629704,0.4641804865,0.4204556019,0.65972956,0.6333256716,0.5893915848,0.1845539915,0.5993070956,0.5394053343,0.4907509781,0.7666118836,0.5613917152,0.4707841241,0.7719826829,0.55891383,0.4404964409,0.5657957694
E07000177,Cherwell,0.291209122,0.5221573067,0.2856855054,0.4641238994,0.5846280825,0.4518993077,0.2766304765,0.380447273,0.4120009043,0.4750214305,0.4169036913,0.3071152028,0.5446776551,0.3290510218,6.88805e-05,0.3874183997,0.477334851,0.6661094241,0.4970567934,0.4922721482,0.445436804,0.3629631752,0.4973174687,0.5336885158,0.1462323421,0.372280542,0.3691894039,0.4861672907,0.5148837131,0.5706242104,0.4407748955,0.4961203306,0.1639069972,0.6050589729,0.6688843151,0.4994190177,0.6108430075,0.6081493997,0.5801393402,0.3851302298,0.5023554953,0.6979668234,0.733250056,0.4810273862,0.6660474531,0.6558370622,0.5128992084,0.4241648499,0.4297039465,0.3190654023,0.3898431703,0.6976525849,0.6657720713,0.2394935513,0.6731505294,0.3410170836,0.4984488117,0.8509039704,0.266918688,0.5369784726,0.3829258799,0.4549470751,0.546486782,0.8138747372
E07000178,Oxford,0.8942059081,0.2697947382,0.2879446271,0.3945911935,0.8763635867,0.1644964004,0.9341181168,0.3916023595,0.3766405542,0.5033260765,0.3450378545,0.3326535758,0.5967739196,0.3377511824,0.7675936902,0.4542455854,0.5055924983,0.6512466439,0.4849073731,0.2549306939,0.4443945717,0.5322669009,0.4835063201,0.6571060026,0.2196997686,0.4054015152,0.5928480388,0.4952511467,0.5144424474,0.794088095,0.4859592037,0.1236994424,0.6969946524,0.2864652788,0.1445888361,0.3732449876,0.7969169018,0.5380267307,0.7310407707,0.8222647278,0.6509625999,0.5685788663,0.7994480381,0.5282273817,0.8539994194,0.6288994492,0.6313074,0.4403418752,0.4771835234,0.5977926481,0.8968930506,0.7382078286,0.3381915036,0.0799492352,0.3801086503,0.0454925319,0.4865867927,0.0187137592,0.9465812128,0.6595466197,0.5660075086,0.3493507335,0.2018594492,0.9567756925
E07000179,South Oxfordshire,0.4188666522,0.5338718345,0.2837998047,0.3972552562,0.4734542781,0.4698710341,0.3480571244,0.409516711,0.4067760144,0.4847272736,0.5823078342,0.3179665232,0.5138090692,0.3532845989,0.0102163006,0.4433703149,0.499719059,0.6031309799,0.494390678,0.3424877112,0.431545914,0.3438252145,0.4925270031,0.556723181,0.1027710645,0.3512180093,0.4922967347,0.482037694,0.4888952335,0.4625236738,0.4965288408,0.5035144247,0.2862002075,0.3911929779,0.4637403119,0.443844047,0.620389514,0.6313512279,0.5605821984,0.2434825905,0.5469803226,0.6372171907,0.4784668714,0.4848209539,0.4826021872,0.2373032625,0.3956545156,0.4024984728,0.4788996346,0.2796101888,0.510693668,0.6712977593,0.5591814564,0.4047776475,0.4635418735,0.5021982488,0.4807724283,0.2661148731,0.5599370885,0.5568100446,0.2737454719,0.2690869421,0.5793008873,0.6399900317
E07000180,Vale of White Horse,0.6313509282,0.3963323189,0.2865427308,0.4537065261,0.6184296657,0.4052976667,0.4089748509,0.4347312518,0.3865340885,0.4860720453,0.3169418423,0.3525160166,0.456139775,0.3473486328,0.0002914609,0.5837586467,0.500002994,0.7044881086,0.4926533069,0.3936230098,0.4250782958,0.5982423107,0.4846095479,0.6625455117,0.4488718054,0.3636062132,0.6816679362,0.4934950667,0.5142455266,0.6741890147,0.4957909261,0.387746887,0.4783141228,0.4725670986,0.3561108682,0.388688809,0.3912242527,0.5589107303,0.6189294938,0.5087300166,0.593503689,0.5252947907,0.7632543235,0.4902074065,0.7707770631,0.2616919163,0.6902218791,0.4292049793,0.4910333217,0.7337017909,0.6092373344,0.6174099189,0.4462299378,0.2747700336,0.5141550819,0.3166845851,0.4906932811,0.3877253883,0.7613023266,0.4317634606,0.5039630874,0.3393732389,0.1815127447,0.6451042583
E07000181,West Oxfordshire,0.7996731401,0.259702906,0.3099388447,0.4789818815,0.6107202181,0.4092341457,0.3350456822,0.476631954,0.4150226073,0.4664861826,0.3583602507,0.3108936095,0.466363711,0.3519055607,1.28125e-05,0.3636799935,0.4681442505,0.5253424087,0.5083195256,0.333461846,0.4460912998,0.4434962025,0.4885733671,0.6081223839,0.3118063461,0.3451206413,0.6509449644,0.5024332033,0.5265712968,0.7011091056,0.4977758102,0.5592111211,0.5995584299,0.3604755702,0.3839164577,0.4315075271,0.6577998418,0.4420075803,0.6604785682,0.4321268733,0.5292235946,0.5159025482,0.789940015,0.4715535211,0.722284889,0.4780141959,0.4415534257,0.4047658207,0.5145668836,0.7324625821,0.5569540252,0.3536269332,0.6263852906,0.6390045107,0.4900171233,0.496808902,0.4971477034,0.2531509672,0.3301344677,0.1249165045,0.64821134,0.5294373407,0.7352698642,0.4188134457
E07000187,Mendip,0.2283607835,0.2205097131,0.3490241462,0.4325421803,0.4159193653,0.3642441266,0.318912012,0.6290145895,0.6952377943,0.4991542378,0.7734246929,0.3973797188,0.5674276855,0.3842968646,0.9987078985,0.636272697,0.4578773447,0.7916548406,0.5011322818,0.27807602,0.4406751153,0.5047111096,0.4992223272,0.6811928535,0.9088442541,0.315584458,0.5999648813,0.5109729676,0.5322575308,0.4760246831,0.4917084332,0.3286825685,0.1054882559,0.2199438108,0.3559979587,0.4728502163,0.6131300559,0.5970504744,0.4721462369,0.4669697648,0.6302257031,0.561276482,0.5261335868,0.4469256565,0.4789997582,0.125703528,0.3276116592,0.4698364698,0.5974985433,0.6677634808,0.6524933357,0.2818500203,0.6377254514,0.3725626378,0.9012464324,0.3618717583,0.5179390008,0.7286227392,0.5289067439,0.4188833082,0.5340668072,0.3746897026,0.7852018094,0.8177737367
E07000188,Sedgemoor,0.707816061,0.2756166937,0.3701226963,0.4604973309,0.5992450557,0.2184179995,0.4351439484,0.6036458743,0.4814928222,0.4629706346,0.5835960012,0.2859584915,0.4982309572,0.3510499866,9.782e-07,0.4547709807,0.4289316015,0.707593621,0.5230301048,0.301743193,0.473276613,0.3473431948,0.4985487909,0.6302704774,0.795546964,0.3115718827,0.7509119536,0.520972917,0.537869746,0.706005951,0.5013149719,0.5832572862,0.6757921079,0.450967074,0.5456552277,0.5150310049,0.3892048872,0.4698979721,0.5548715889,0.5837312464,0.54471009,0.3705352311,0.5346848893,0.4567658393,0.2955729584,0.6129064365,0.7506496517,0.4651982933,0.5762658932,0.8064751644,0.5348380772,0.3771019683,0.4698033143,0.3454952752,0.3607511332,0.5896682007,0.5186219399,0.2836070589,0.4298208641,0.3424641035,0.389820435,0.4036960798,0.5108995042,0.6945163428
E07000189,South Somerset,0.6501831555,0.4375068805,0.3483344508,0.5078743328,0.5983657823,0.4166679902,0.2676462344,0.5570275379,0.5466392947,0.4893379719,0.6731375251,0.3189479687,0.6435795751,0.3537219173,0.9908986233,0.410043157,0.4599678479,0.4276143927,0.5336202123,0.5632390175,0.4830712508,0.7178958678,0.562259529,0.5067132187,0.4600210096,0.2702335432,0.8085416387,0.5361522236,0.5466903307,0.7079366189,0.5400781879,0.5831453999,0.4442249633,0.4815972781,0.5201210494,0.5937314763,0.8778193388,0.7534623953,0.7290088159,0.2186837049,0.5674790761,0.3895855519,0.5951917593,0.4709649727,0.2864296947,0.5320616159,0.5823852486,0.3998326328,0.6519212978,0.3458751755,0.6480848057,0.3992476894,0.5785302217,0.2546268758,0.6115421415,0.7993924704,0.5128818588,0.4107436505,0.3906878351,0.4166683365,0.22744113,0.4699226833,0.7256497487,0.3311969729
